HOLE_LOMOND_14_DESC,"A downhill par-4. The <color=#EEDC9A>valley sits left</color> and a <color=#EEDC9A>pond sits right</color>, so aim at the <color=#EEDC9A>right side</color> of the <color=#EEDC9A>two-tiered fairway</color>. Take <color=#EEDC9A>one extra club</color> for the approach.",打ち下ろしのミドルホール。左が谷、右は池になっている為、二段フェアウェイの右狙い。セカンドは1クラブ大きいクラブ選択を。,true
HOLE_LOMOND_15_DESC,"An <color=#EEDC9A>uphill</color> par-3. The green is hidden from the tee, making distance tough to judge. Aiming at the <color=#EEDC9A>left side</color> works well. Beware the <color=#EEDC9A>large bunker fronting the green</color>.",打ち上げのショートホール。グリーン面が見えない為、距離感が難しい。左サイド狙いで行くと良い。手前の大きなバンカーは要注意。,true
HOLE_LOMOND_16_DESC,"A short par-4. <color=#EEDC9A>Both sides of the fairway are tight</color>, so a reliable <color=#EEDC9A>tee shot</color> is essential. The area <color=#EEDC9A>behind the green</color> is also tight, so beware.",距離の短いミドルホール。左右ともに狭いので確実なティーショットが必要とされる。グリーン奥も狭いので注意。,true
HOLE_LOMOND_17_DESC,"Beware the <color=#EEDC9A>pond right of the tee shot landing area</color>. Aiming just <color=#EEDC9A>left of centre</color> works well. The approach plays <color=#EEDC9A>uphill</color>, so choose your <color=#EEDC9A>club carefully</color>.",ティーショットは右に池があるので注意。センターより左狙いで行くと良い。セカンドからは打ち上げになっている為、クラブ選択を慎重に。,true
HOLE_LOMOND_18_DESC,"A par-5 <color=#EEDC9A>dogleg right</color>. Aim the <color=#EEDC9A>tee shot</color> just <color=#EEDC9A>left of fairway centre</color>. Before your <color=#EEDC9A>second shot</color>, check the position of the group ahead to avoid hitting into them. With a <color=#EEDC9A>pond on the right</color>, aiming a touch left is the play.",右ドッグレッグのロングホール。ティーショットはセンター左狙い。セカンドショットの際、前の組の位置を確認し、打ち込みの無いよう注意して下さい。右サイドに池がある為、左目狙いが良い。,true
tourn.kasumigaseki,Kasumigaseki Open,霞ヶ関オープン,true
tourn.hirono,Hirono Invitational,廣野インビテーショナル,true
tourn.lomond,Lomond Championship,ロモンドチャンピオンシップ,true
tourn.gotemba,Gotemba Masters,御殿場マスターズ,true
tourn.kisarazu,Kisarazu Cup,木更津カップ,true
tourn.kawana,Kawana Fuji Open,川奈富士オープン,true
tourn.venue.kasumigaseki,Kasumigaseki Country Club · 18 Holes,霞ヶ関カントリー倶楽部 · 18ホール,true
tourn.venue.hirono,Hirono Golf Club · 18 Holes,廣野ゴルフ倶楽部 · 18ホール,true
tourn.venue.lomond,Lomond Country Club · 18 Holes,ロモンドカントリークラブ · 18ホール,true
tourn.venue.gotemba,Taiheyo Club Gotemba · 18 Holes,太平洋クラブ御殿場 · 18ホール,true
tourn.venue.kisarazu,Kisarazu Higashi CC · 18 Holes,木更津東カントリークラブ · 18ホール,true
tourn.venue.kawana,Kawana Hotel Golf Course · 18 Holes,川奈ホテルゴルフコース · 18ホール,true
tourn.venue.holes_suffix,Holes,ホール,true
tourn.rules.label,RULES,ルール,true
tourn.rules.max_players,MAX PLAYERS: Unlimited,最大参加人数：無制限,true
tourn.rules.divisions,DIVISIONS: Level based,ディビジョン：レベル別,true
tourn.rules.per_division,PLAYERS PER DIVISION: 100,1ディビジョン：100人,true
tourn.rules.gear,GEAR :  Supplied by GOLFIN,ギア：GOLFIN提供,true
tourn.rules.characters,CHARACTERS:  Unrestricted,キャラクター：制限なし,true
tourn.rules.max_players_n,MAX PLAYERS: {0},最大参加人数：{0}人,true
tourn.rules.divisions_open,DIVISIONS: Open,ディビジョン：オープン,true
tourn.rules.divisions_level,DIVISIONS: Level based,ディビジョン：レベル別,true
tourn.rules.divisions_rarity,DIVISIONS: Rarity band,ディビジョン：レアリティ別,true
tourn.rules.per_division_n,PLAYERS PER DIVISION: {0},1ディビジョン：{0}人,true
tourn.rules.gear_own,GEAR: Own clubs,ギア：自分のクラブ,true
tourn.rules.gear_own_max,GEAR: Own clubs (up to {0}),ギア：自分のクラブ（{0}まで）,true
tourn.rules.gear_supplied,GEAR: Supplied by GOLFIN,ギア：GOLFIN提供,true
tourn.rules.chars_rarity_band,CHARACTERS: {0},キャラクター：{0},true
tourn.rules.chars_level_band,CHARACTERS: {0},キャラクター：{0},true
tourn.rules.chars_rarity_level_band,CHARACTERS: {0} · {1},キャラクター：{0}・{1},true
tourn.entry.denied.char_rarity,Your character is outside this tournament’s rarity range ({0}),このトーナメントのレアリティ条件（{0}）を満たしていません,true
tourn.entry.denied.char_level,Your character is outside this tournament’s level range ({0}),このトーナメントのレベル条件（{0}）を満たしていません,true
tourn.entry.denied.club_rarity,Your bag has a club above the {0} limit,バッグに{0}を超えるクラブがあります,true
tourn.entry.denied.full,This tournament is full ({0} players),このトーナメントは満員です（{0}人）,true
tourn.entry.denied.generic,You cannot enter this tournament,このトーナメントには参加できません,true
tourn.denied.head.char_rarity,YOUR CHARACTER IS OUTSIDE THIS TOURNAMENT’S RARITY RANGE.,このトーナメントのレアリティ条件を満たしていません。,true
tourn.denied.head.char_level,YOUR CHARACTER IS OUTSIDE THIS TOURNAMENT’S LEVEL RANGE.,このトーナメントのレベル条件を満たしていません。,true
tourn.denied.head.club_rarity,YOUR BAG HAS A CLUB ABOVE THIS TOURNAMENT’S LIMIT.,バッグに制限を超えるクラブがあります。,true
tourn.denied.head.multiple,YOU DO NOT MEET THIS TOURNAMENT’S REQUIREMENTS.,このトーナメントの参加条件を満たしていません。,true
tourn.denied.head.full,THIS TOURNAMENT IS FULL.,このトーナメントは満員です。,true
tourn.denied.head.generic,YOU CANNOT ENTER THIS TOURNAMENT.,このトーナメントには参加できません。,true
tourn.denied.req.rarity_min,MINIMUM REQUIREMENT:,最低条件：,true
tourn.denied.req.rarity_max,MAXIMUM ALLOWED:,上限：,true
tourn.denied.req.level_min,MINIMUM LEVEL:,最低レベル：,true
tourn.denied.req.level_max,MAXIMUM LEVEL:,最高レベル：,true
tourn.denied.req.club_max,MAXIMUM CLUB RARITY:,クラブレアリティ上限：,true
tourn.denied.req.full_cap,MAXIMUM PLAYERS:,最大参加人数：,true
tourn.denied.back,BACK,戻る,true
tourn.denied.head.insufficient,YOU DO NOT HAVE ENOUGH REWARD POINTS.,リワードポイントが足りません。,true
tourn.denied.head.offline,A CONNECTION IS REQUIRED TO ENTER.,参加にはインターネット接続が必要です。,true
tourn.denied.head.unavailable,THIS TOURNAMENT IS NO LONGER AVAILABLE.,このトーナメントは終了しました。,true
tourn.denied.head.failed,ENTRY COULD NOT BE COMPLETED.,参加手続きを完了できませんでした。,true
tourn.denied.req.entry_fee,ENTRY FEE:,参加費：,true
tourn.denied.req.your_balance,YOUR BALANCE:,所持ポイント：,true
AUTH_LOGIN_TITLE,LOGIN WITH EMAIL,メールアドレスでログイン,true
AUTH_LOGIN_EMAIL_LABEL,EMAIL,メールアドレス,true
AUTH_LOGIN_PASSWORD_LABEL,PASSWORD,パスワード,true
AUTH_LOGIN_SERVICE_HEADER,LOGIN WITH A SERVICE,他のサービスでログイン,true
AUTH_LOGIN_EMAIL_PLACEHOLDER,Email,メール,true
AUTH_LOGIN_PASSWORD_PLACEHOLDER,Password,パスワード,true
AUTH_LOGIN_FORGOT,Forgot Password?,パスワードを忘れた方,true
AUTH_LOGIN_BUTTON,LOGIN,ログイン,true
AUTH_LOGIN_GOOGLE,Login with Google,Googleでログイン,true
AUTH_LOGIN_APPLE,Login with Apple,Appleでログイン,true
AUTH_LOGIN_OR,Or,または,true
AUTH_LOGIN_NO_ACCOUNT,No account?  <color=#22B800><b>Create an account</b></color>,アカウントをお持ちでないですか？  <color=#22B800><b>アカウントを作成</b></color>,true
AUTH_LOGIN_CREATE,Create Account,アカウント作成,true
AUTH_LOGIN_CANCEL,CANCEL,キャンセル,true
AUTH_CREATE_USERNAME_TITLE,CREATE USERNAME,ユーザー名を作成,true
AUTH_CREATE_USERNAME_LABEL,USERNAME,ユーザー名,true
AUTH_CREATE_USERNAME_HINT,"3–20 characters, letters/numbers/underscore",3〜20文字、英数字とアンダースコアが使えます,true
AUTH_CREATE_USERNAME_BODY,Please choose a username.\n\nYour username is public and used across all Golfin services to interact with the community.\n\nYour username can only contain letters and numbers.,ユーザー名を決めてください。\n\nユーザー名は公開され、Golfinのすべてのサービスでコミュニティとの交流に使用されます。\n\nユーザー名には英数字のみ使用できます。,true
AUTH_CREATE_USERNAME_PLACEHOLDER,Username,ユーザー名,true
AUTH_CREATE_USERNAME_BUTTON,CREATE,作成,true
AUTH_CREATE_USERNAME_CANCEL,CANCEL,キャンセル,true
AUTH_SIGNUP_TITLE,SIGN UP WITH EMAIL,メールアドレスで登録,true
AUTH_SIGNUP_EMAIL_LABEL,EMAIL,メールアドレス,true
AUTH_SIGNUP_PASSWORD_LABEL,PASSWORD,パスワード,true
AUTH_SIGNUP_SERVICE_HEADER,SIGN UP WITH  A SERVICE,他のサービスで登録,true
AUTH_SIGNUP_EMAIL_PLACEHOLDER,Email,メール,true
AUTH_SIGNUP_PASSWORD_PLACEHOLDER,Password,パスワード,true
AUTH_SIGNUP_BUTTON,CREATE,作成,true
AUTH_SIGNUP_GOOGLE,Sign up with Google,Googleで登録,true
AUTH_SIGNUP_APPLE,Sign up with Apple,Appleで登録,true
AUTH_SIGNUP_OR,Or,または,true
AUTH_SIGNUP_HAVE_ACCOUNT,"If you already have an account, <color=#22b800><b>login here</b></color>",すでにアカウントをお持ちの方は、<color=#22b800><b>こちらからログイン</b></color>,true
AUTH_SIGNUP_LOGIN,Login Here,こちらからログイン,true
AUTH_SIGNUP_CANCEL,CANCEL,キャンセル,true
AUTH_SIGNUP_RULE_LEN8,Must contain 8 characters,8文字以上必要です,true
AUTH_SIGNUP_RULE_LOWER,Must contain one lowercase letter,小文字を1文字以上含めてください,true
AUTH_SIGNUP_RULE_UPPER,Must contain one uppercase letter,大文字を1文字以上含めてください,true
AUTH_SIGNUP_RULE_DIGIT,Must contain one number,数字を1文字以上含めてください,true
AUTH_SIGNUP_RULE_SPECIAL,Must contain one special character,記号を1文字以上含めてください,true
AUTH_EMAIL_CONF_TITLE,EMAIL CONFIRMATION,メール確認,true
AUTH_EMAIL_CONF_BODY,"A confirmation email has been sent to your inbox.\n\nPlease check your email and click the confirmation link to verify your account.\n\nRemember to check your spam folder.\n\nIf you didn't receive the email, please click the button below.",確認メールを受信トレイに送信しました。\n\nメールを確認し、記載されたリンクをクリックしてアカウントを認証してください。\n\n迷惑メールフォルダもご確認ください。\n\nメールが届かない場合は、下のボタンをクリックしてください。,true
AUTH_EMAIL_CONF_INSTRUCTION,"Once you have confirmed your email, please go back to the login screen.",メールの確認が完了したら、ログイン画面に戻ってください。,true
AUTH_EMAIL_CONF_OPEN,Open Email App,メールアプリを開く,true
AUTH_EMAIL_CONF_RESEND,RESEND,再送,true
AUTH_EMAIL_CONF_BACK,LOGIN,ログイン,true
AUTH_USERNAME_TAKEN,Username already taken,このユーザー名は既に使用されています,true
AUTH_LOGIN_ERR_MISSING_FIELDS,Enter your email and password.,メールアドレスとパスワードを入力してください。,true
AUTH_LOGIN_ERR_MISSING_EMAIL,Enter your email first.,先にメールアドレスを入力してください。,true
AUTH_LOGIN_RESET_SENT,Password reset email sent.,パスワード再設定メールを送信しました。,true
AUTH_SIGNUP_ERR_MISSING_EMAIL,Enter your email address.,メールアドレスを入力してください。,true
AUTH_SIGNUP_ERR_PASSWORD_RULES,Your password does not meet all the requirements.,パスワードが要件を満たしていません。,true
AUTH_EMAIL_CONF_RESENT,Confirmation email re-sent.,確認メールを再送しました。,true
AUTH_USERNAME_REQUIREMENT,"3–20 characters, letters/numbers/underscore only.",3〜20文字、英数字とアンダースコアのみ使用できます。,true
AUTH_USERNAME_EMPTY,Username cannot be empty,ユーザー名を入力してください,true
AUTH_ERR_OFFLINE,No internet connection. Please try again.,インターネット接続がありません。もう一度お試しください。,true
AUTH_RESET_TITLE,Set New Password,新しいパスワードを設定,true
AUTH_RESET_NEW_PLACEHOLDER,New Password,新しいパスワード,true
AUTH_RESET_CONFIRM_PLACEHOLDER,Confirm New Password,新しいパスワード（確認）,true
AUTH_RESET_BUTTON,SET PASSWORD,パスワードを設定,true
AUTH_RESET_MISMATCH,Passwords do not match.,パスワードが一致しません,true
AUTH_RESET_TOO_SHORT,Password does not meet the requirements.,パスワードが要件を満たしていません,true
AUTH_RESET_LINK_EXPIRED,This reset link has expired or was already used. Please request a new one from the login screen.,このリセットリンクは期限切れか、すでに使用されています。ログイン画面からもう一度お試しください。,true
AUTH_RESET_SUCCESS,Password updated!,パスワードを更新しました！,true
AUTH_RESET_BACK,Back to Login,ログインに戻る,true
NAV_LEADERBOARD,LEADERBOARD,リーダーボード,true
NAV_MODE_SELECTION,MODE SELECTION,モード選択,true
NAV_SELECT_HOLE,SELECT HOLE,ホール選択,true
NAV_TOURNAMENT_LEADERBOARD,TOURNAMENT LEADERBOARD,トーナメントリーダーボード,true
RANK_LEAGUE_DIAMOND,DIAMOND LEAGUE,ダイヤモンドリーグ,true
RANK_RESETS_IN,RESETS IN: {0},リセットまで: {0},true
RANK_LEVEL,LVL {0},Lv {0},true
RANK_TIME_D,d,日,true
RANK_TIME_H,h,時間,true
RANK_TIME_M,m,分,true
RANK_TIME_S,s,秒,true
NAV_TOURNAMENTS,TOURNAMENTS,トーナメント,true
NAV_GOLFIN_ACCOUNT,GOLFIN ACCOUNT,GOLFINアカウント,true
NAV_SIGN_UP,SIGN UP,新規登録,true
NAV_BOOST_STAMINA,BOOST STAMINA,スタミナブースト,true
NAV_REWARDS_CENTER,REWARDS CENTER,報酬センター,true
NAV_ROSTER,ROSTER,ロスター,true
NAV_INVENTORY,INVENTORY,インベントリ,true
BAG_EMPTY,EMPTY,空き,true
CLUB_DIST,DIST,飛距離,true
RESULT_SUCCESS,SUCCESS,成功,true
RESULT_FAILED,FAILED,失敗,true
RESULT_NEXT,NEXT,次へ,true
RESULT_REPLAY,REPLAY,リプレイ,true
RESULT_RETRY,RETRY,リトライ,true
RESULT_RESULTS,RESULTS,リザルト,true
RESULT_WINNER,WINNER,勝者,true
RESULT_LOSER,LOSER,敗者,true
RESULT_NEW_MATCH,NEW MATCH,新しい試合,true
MATCH_VS,Vs.,VS,true
MATCH_HOLE,HOLE,ホール,true
MATCH_FINDING_OPPONENT,FINDING OPPONENT,対戦相手を検索中,true
MATCH_DIAMOND_LEAGUE,DIAMOND LEAGE,ダイヤモンドリーグ,true
MATCH_YOU,You,あなた,true
MODE_ENTRY_FEE,ENTRY FEE,参加費,true
MODE_REWARDS,REWARDS,報酬,true
MODE_PRACTICE,PRACTICE,練習,true
MODE_TOURNAMENTS,TOURNAMENTS,トーナメント,true
MODE_TOURNAMENTS_TAGLINE,Be the best and earn rewards,頂点に立って報酬を手に入れよう,true
MODE_TOURNAMENTS_DESC,"Enter live tournaments, play the featured holes, and climb the leaderboard before time runs out. Finish high to claim your share of the prizes — every stroke counts.",開催中のトーナメントに参加して対象ホールをプレイし、期間内にリーダーボードを駆け上がろう。上位でフィニッシュして賞品を手に入れよう。一打一打が勝負を決める。,true
MODE_REWARDS_VARY,Varies by tournament,トーナメントごとに異なります,true
MODE_REWARDS_MISSIONS_AVG,x35 (average),x35（平均）,true
MODE_NO_ENTRY_FEE,NO ENTRY FEE,参加費無料,true
MODE_MULTIPLAYER,Multiplayer,マルチプレイ,true
MODE_DRIVING_RANGE,DRIVING RANGE,ドライビングレンジ,true
MODE_MISSIONS,MISSIONS,ミッション,true
MODE_PRACTICE_TAGLINE,Sharpen your skills on any hole.,好きなホールで腕を磨こう。,true
MODE_PRACTICE_DESC,Practice your golf skills on any course. Choose a hole and tee off at your own pace — no pressure.,好きなコースでゴルフの腕を磨こう。ホールを選んで、自分のペースでティーオフ。プレッシャーはありません。,true
MODE_VERSUS_1V1_TAGLINE,1v1,1v1,true
MODE_VERSUS_1V1_DESC,"Face off in fast-paced 1v1 golf matches where every shot matters. Master the course, outplay your opponent, and sink clutch putts to claim victory.",一打が勝負を分けるスピーディーな1v1マッチで対戦しよう。コースを攻略し、相手を出し抜き、勝負どころのパットを沈めて勝利をつかもう。,true
MODE_DRIVING_RANGE_TAGLINE,Coming Soon — practice your drives.,近日公開 — ドライバーショットを練習しよう。,true
MODE_DRIVING_RANGE_DESC,A dedicated driving range mode where you can practice long shots and experiment with different clubs.,ロングショットの練習や、さまざまなクラブを試せる専用のドライビングレンジモード。,true
MODE_MISSIONS_TAGLINE,Earn Reward Points by completing missions,ミッションを達成してリワードポイントを獲得しよう,true
MODE_MISSIONS_DESC,Complete special challenges and objectives to earn bonus rewards and exclusive items.,特別なチャレンジや目標を達成して、ボーナス報酬や限定アイテムを手に入れよう。,true
UI_LOCKED,LOCKED,ロック,true
RESULT_REPLAY_HOLE,REPLAY HOLE,ホールをリプレイ,true
RANK_DAILY,DAILY,デイリー,true
RANK_WEEKLY,WEEKLY,ウィークリー,true
RANK_MONTHLY,MONTHLY,マンスリー,true
RANK_HISTORY,HISTORY,履歴,true
TOURN_FILTER_ALL,ALL,すべて,true
TOURN_OPEN,OPEN,開催中,true
TOURN_FILTER_PLAYING,PLAYING,プレイ中,true
TOURN_FILTER_CLOSED,CLOSED,終了,true
TOURN_FINISHED,FINISHED,完了,true
TOURN_LIVE,LIVE,ライブ,true
TOURN_CLAIM,CLAIM,受け取る,true
TOURN_ENTRY,ENTRY,エントリー,true
TOURN_ENTERED,ENTERED,参加済み,true
TOURN_FREE_ENTRY,FREE ENTRY,参加無料,true
TOURN_GOLFIN_PRESENTS,GOLFIN PRESENTS,GOLFIN提供,true
TOURN_SPONSORED_BY,SPONSORED BY,スポンサー：,true
TOURN_SPONSOR_PRESENTS,{0} PRESENTS,{0}提供,true
TOURN_CTA_SIGN_UP,SIGN UP,エントリー,true
TOURN_CTA_CONTINUE,CONTINUE,続ける,true
TOURN_UPCOMING,UPCOMING,開催予定,true
TOURN_ENDING,ENDING,まもなく終了,true
TOURN_ENDED,ENDED,終了,true
TOURN_ENDS_IN,ENDS IN: {0},終了まで: {0},true
TOURN_ENDED_PILL,ENDED,終了,true
BALL_INFO_GOLFIN,The standard Golfin ball. Perfectly balanced with no stat bonuses or penalties—reliable in any situation.,標準的なGolfinボール。ステータス補正がなく完璧にバランスが取れており、どんな状況でも安定した性能を発揮します。,true
BALL_INFO_PUTT_ACE,"Designed by PUTT ACE, a name synonymous with short-game mastery, this ball delivers exceptional spin, subtle roll, and balanced power—tailored for precision play in any condition.",ショートゲームの名手として知られるPUTT ACEが設計したボール。優れたスピン、控えめなロール、バランスの取れたパワーを備え、あらゆる状況で精密なプレーを支えます。,true
BALL_INFO_PAR_PERFECT,"PAR PERFECT builds the metronome of golf balls—predictable above everything else. A steady bounce and a little wind resistance, but it checks up short and won't spin much for you either.",PAR PERFECTはメトロノームのような安定性を追求するブランド。跳ね方は読みやすく風にも少し強いが、ランは短めでスピンも控えめ。,true
BALL_INFO_FYLOE_SOFT,"FYLOE's Soft line is all about feel—a soft cover that grabs the face and spins hard. It checks up fast on the green, but you give away distance and a little liveliness off the bounce to get it.",FYLOEのSoftシリーズはフィーリング重視。柔らかいカバーがフェースに食いつき、強烈なスピンを生む。グリーンでは素早く止まるが、飛距離と跳ねの勢いは犠牲になる。,true
BALL_INFO_ACE_ATTIRE,"ACE ATTIRE is a fashion house first and a ball maker second—this one is all swagger. Long and lively with plenty of run-out, but it gets shoved around in the wind and barely spins at all.",ACE ATTIREは本業がファッションブランドで、このボールも見た目通りの派手さ。よく飛びよく跳ねよく転がるが、風にはめっぽう弱く、スピンはほとんどかからない。,true
BALL_INFO_BIRDIE_V1,"BIRDIE's V1 is the entry-level distance ball found in every pro-shop basket. It goes a little farther and holds its line in a breeze, but there is almost no feel—don't expect it to check or shape.",BIRDIE V1はどのプロショップにも並ぶ入門用のディスタンスボール。少し飛び、そよ風程度なら直進性も保つが、フィーリングは皆無で、止めることも曲げることも苦手。,true
BALL_INFO_GOLFIN_MK2,"Golfin's MK2 is the house ball's distance evolution. More power, a livelier bounce and a touch more roll than the standard Golfin—paid for almost entirely in spin.",Golfin MK2は標準Golfinボールのディスタンス進化版。パワーと跳ねが増し、ランも少し伸びるが、その代償はほぼすべてスピンで支払っている。,true
BALL_INFO_GF,"G&F has been making tour balls since before most of these brands existed. Rock-solid off the bounce and unbothered by wind, with modest power; it settles where it lands rather than running out, and it isn't a big spinner.",G&Fは他のブランドが生まれる前からツアーボールを作り続けてきた老舗。跳ねは安定し風にも強く、パワーは控えめ。落ちた場所に収まるタイプで、スピンは多くない。,true
BALL_INFO_TIFTO,"TIFTO makes golf balls the way it makes tools—hard, functional, no frills. This one is lively off the bounce and runs a long way after landing, but it will not stop for anybody and has almost no spin.",TIFTOは工具を作るようにゴルフボールを作るブランド。硬く機能的で飾り気がない。跳ねは強くランも長いが、止まってはくれず、スピンもほとんどかからない。,true
BALL_INFO_FAIRLOFT,"FAIRLOFT's Japanese engineers chase a high, soft ball flight. It cuts through the wind, lands quietly and checks hard with plenty of spin—at the cost of a little power and a dead bounce.",日本のFAIRLOFTが追い求めるのは高くて柔らかい弾道。風を切り裂き、静かに着地して強いスピンでピタリと止まるが、パワーと跳ねの勢いは少し失われる。,true
BALL_INFO_FYLOE_AIM,FYLOE's Aim is a point-and-shoot ball: it holds its line through the wind better than almost anything at this price. The flip side is that it refuses to curve—spin is not on the menu.,FYLOE Aimは狙って打つだけのボール。この価格帯では随一の耐風性能で、狙った線を保つ。その裏返しとしてほとんど曲がらず、スピンは期待できない。,true
BALL_INFO_CLOVER_PRO,"CLOVER PRO is the pro-shop staple with the lucky four-leaf mark. Mildly better than the default at power, bounce, wind and roll, and mildly worse at the one thing that makes a ball talk: spin.",CLOVER PROは幸運の四つ葉マークでおなじみのプロショップ定番。パワー・跳ね・耐風・ランのすべてが標準をわずかに上回り、唯一スピンだけがはっきり劣る。,true
BALL_INFO_GOLFINIX,"GolfinIX is Golfin's boutique touch ball, built for scoring rather than showing off. It sits down where it lands and spins hard, with a little help in the wind; you give up the roll and a touch of bounce to get it.",GolfinIXはGolfinのブティックライン。飛ばすためではなく、スコアを作るためのボール。落ちた場所に座り込むほどのスピンと少しの耐風性を持つ代わりに、ランと跳ねの勢いを手放している。,true
BALL_INFO_KLYRO,KLYRO makes technical gear for people who read wind charts for fun. This is the controlled wind ball—it holds its line in a gale with a steady bounce and checks up slightly; the price is a little spin.,KLYROは風向図を読むのが趣味という人向けのテクニカルブランド。強風でも狙った線を保ち、跳ねも安定、ランは少し短め。その代わりスピンは少し犠牲になる。,true
BALL_INFO_ROYAL_SWING,"ROYAL SWING sells aggression, and this ball is the loudest thing in its catalogue. It hits hard, bounces lively and runs out after landing—but it will not shape a shot or stop on a green.",ROYAL SWINGが売るのは攻撃性で、このボールはそのカタログで最も騒がしい一品。強く飛び、よく跳ね、着地後も転がるが、球筋を曲げることもグリーンで止めることもできない。,true
BALL_INFO_FAIRWAY_THREADS,"Fairway THREADS is a lifestyle label that happens to make a very good ball. Long, lively and a little steadier in wind, with a touch more run—every stat but bite, because it barely spins.",Fairway THREADSはライフスタイル系ブランドだが、ボールの出来は本物。飛んで、跳ねて、風にもやや強く、ランも少し伸びる。足りないのは食いつきだけで、スピンはほとんどかからない。,true
BALL_INFO_MIREO,"MireO is the craftsman's brand, and this is its masterpiece spin ball. Maximum spin, a quiet landing and a bit of help in the wind—bought with distance, a softer bounce and a short roll.",MireOは職人のブランド。その最高傑作がこのスピンボールだ。最大スピンと静かな着地、少しの耐風性を、飛距離と跳ねの勢い、そして短いランと引き換えに手に入れている。,true
BALL_INFO_CIRQ,"CIRQ builds balls for showmen—explosive off the face and just as explosive off the bounce. It runs out hard, gets genuinely wild once the wind picks up, and offers little spin control.",CIRQはショーマンのためのボールを作る。フェースを離れた瞬間も跳ねた瞬間も爆発的で、ランも長い。ただし風が出ると本当に暴れ、スピンで抑えることも難しい。,true
BALL_INFO_SORALIS,"SORALIS is the eclipse brand, and this is the wind ball. It goes where you aimed no matter what the flag is doing, with a little extra power—but it cannot be shaped at all.",SORALISは日食をシンボルにしたブランド。そしてこれは風のためのボール。旗がどう揺れていようと狙った場所へ飛び、パワーも少し上乗せ。ただし球筋を曲げることはまったくできない。,true
BALL_INFO_SHIMMER_G,"Shimmer G is the trophy ball—an oil-slick finish that exists to be noticed. Long, lively, steady in wind and it keeps rolling; it does everything a ball can do except stop or curve.",Shimmer Gはトロフィーのようなボール。オイルスリックの輝きは見せびらかすためにある。飛んで、跳ねて、風に強く、よく転がる。止まることと曲がること以外、ボールにできることはすべてこなす。,true
ITEM_PROTIP_REPAIRKIT,Clubs will automatically use the best repair kit available when you repair them from the Clubs tab.,クラブタブから修理すると、所持している中で最も効果の高いリペアキットが自動的に使用されます。,true
ITEM_INFO_REPAIRKIT_COMMON,"Essential and efficient, this Repair Kit restores up to 50% of any club's durability. Designed for quick fixes and reliable performance, it's a must have for keeping your equipment in solid shape round after round.",必需品にして効率的なリペアキット。あらゆるクラブの耐久度を最大50%回復します。手早い修理と安定した性能を追求した設計で、ラウンドを重ねても装備を万全に保つために欠かせません。,true
ITEM_INFO_REPAIRKIT_RARE,"A step above the standard kit, this Rare Repair Kit restores up to 75% of any club's durability. Ideal for mid-range repairs when you need your gear back in top form.",標準キットを一段上回るレアリペアキット。あらゆるクラブの耐久度を最大75%回復します。装備を万全の状態に戻したいときの中位修理に最適です。,true
ITEM_INFO_REPAIRKIT_MYTHIC,The ultimate repair solution. This Mythic Repair Kit fully restores any club's durability to 100%. Save it for when your best gear needs a complete overhaul.,究極の修理手段。ミシックリペアキットはあらゆるクラブの耐久度を100%まで完全に回復します。とっておきの装備を万全に整えたいときのために取っておきましょう。,true
TOURN_EMPTY_HEADER,No finishers yet,まだ完走者がいません,true
TOURN_EMPTY_BODY,Be the first to complete every hole and top the board.,全ホールを完走して、ランキングのトップを目指しましょう。,true
TOURN_NEXT_SECTION,Next,次へ,true
GACHA_TICKET,TICKET,チケット,true
GACHA_HISTORY,GACHA HISTORY,ガチャ履歴,true
GACHA_PRIZES_TITLE,PRIZES,景品,true
GACHA_TICKETS,TICKETS,チケット,true
GACHA_CLUBS,CLUBS,クラブ,true
GACHA_CHARACTERS,CHARACTERS,キャラクター,true
GACHA_BALLS,BALLS,ボール,true
GACHA_ITEMS,ITEMS,アイテム,true
GACHA_BACK,BACK,戻る,true
GACHA_PITY_A_RANK,Guaranteed A-rank or higher in at most,Aランク以上確定・最大,true
GACHA_PITY_S_RANK,Guaranteed S-rank signal in at most,Sランク確定・最大,true
GACHA_PRIZE_PREVIEW,Common/Uncommon characters or clubs may also be obtained.,コモン／アンコモンのキャラクターやクラブが排出されることもあります。,true
GACHA_PULL_X1,PULL x1,1回引く,true
GACHA_PULL_X10,PULL x10,10回引く,true
GACHA_RULES_RATES,RULES & RATES,ルールと確率,true
GACHA_SKIP,SKIP,スキップ,true
GACHA_BUY,BUY,購入,true
GACHA_INSUFFICIENT_TICKETS,Not enough tickets,チケットが足りません,true
GACHA_COST_CHANGED,Price updated — tap again to pull,価格が更新されました。もう一度タップしてください,true
GACHA_PULL_CAP,Pull limit reached for this banner,このバナーの上限に達しました,true
GACHA_PAUSED,Gacha is paused. Please try again later,ガチャは一時停止中です。しばらくしてからお試しください,true
GACHA_UNAVAILABLE,This banner is no longer available,このバナーは終了しました,true
GACHA_DUPE_RP,+{0} RP,+{0} RP,true
GACHA_CARD_PITY,Guaranteed {0} or higher within,{0}以上が確定・最大,true
GACHA_CARD_PULLS,{0} pulls,{0}回,true
GACHA_CARD_GUARANTEE_X10,Every 10-pull includes at least one {0},10連ごとに{0}以上が1枚確定,true
GACHA_RATES_TITLE,RATES & RULES,確率とルール,true
GACHA_RATES_FEATURED,FEATURED,ピックアップ,true
